PMID	Title	Abstract
23259865	Synthesis and biological evaluation of indenoisoquinolines that inhibit both tyrosyl-DNA phosphodiesterase I (Tdp1) and topoisomerase I (Top1).	Tyrosyl-DNA phosphodiesterase I (Tdp1) plays a key role in the repair of damaged DNA resulting from the topoisomerase I (Top1) inhibitor camptothecin and a variety of other DNA-damaging anticancer agents. This report documents the design, synthesis, and evaluation of new indenoisoquinolines that are dual inhibitors of both Tdp1 and Top1. Enzyme inhibitory data and cytotoxicity data from human cancer cell cultures were used to establish structure-activity relationships. The potencies of the indenoisoquinolines against Tdp1 ranged from 5 μM to 111 μM, which places the more active compounds among the most potent known inhibitors of this target. The cytotoxicity mean graph midpoints ranged from 0.02 to 2.34 μM. Dual Tdp1-Top1 inhibitors are of interest because the Top1 and Tdp1 inhibitory activities could theoretically work synergistically to create more effective anticancer agents.
23613080	Hierarchical NiO microflake films with high coloration efficiency, cyclic stability and low power consumption for applications in a complementary electrochromic device.	We have demonstrated that thin films of hierarchical NiO microflakes assembled from nanoleaves can be grown directly on FTO-coated glass substrates using a facile and template-free hydrothermal technique. This hierarchical structure holds the advantages of both nanometre-sized building blocks and microsized assemblies. Thus, the films exhibit highly enhanced electrochromic performances and cyclic stability due to their high surface area and good electrochemical stability. Moreover, a complementary electrochromic device combining the hierarchical NiO microflake film with a self-weaving WO3 nanoflake film is fabricated to further improve the electrochromic performance. As a result, the complementary electrochromic device shows a high optical modulation (73.2% at 550 nm), large coloration efficiency (146.9 cm(2) C(-1) at 550 nm by applying a low coloration voltage of -1.0 V) and fast switching responses with a coloring time of 1.8 s and a bleaching time of 3.2 s. It is also observed that there is no significant degradation of the electrochromic properties after 2000 continuous coloration/bleaching cycles, making it attractive for practical applications.
15286093	Central effects of fexofenadine and cetirizine: measurement of psychomotor performance, subjective sleepiness, and brain histamine H1-receptor occupancy using 11C-doxepin positron emission tomography.	Histamine H1-receptor (H1R) antagonists, or antihistamines, often induce sedative side effects when used for the treatment of allergic disorders. This study compared the sedative profiles of the second-generation antihistamines, fexofenadine and cetirizine, using 3 different criteria: subjective sleepiness evaluated by the Stanford Sleepiness Scale, objective psychomotor tests (simple and choice reaction time tests and visual discrimination tests at 4 different exposure durations), and measurement of histamine H1-receptor occupancy (H1RO) in the brain. Subjective sleepiness and psychomotor performance were measured in 20 healthy Japanese volunteers at baseline and 90 min after administration of fexofenadine 120 mg or cetirizine 20 mg in a double-blind, placebo-controlled crossover study. Hydroxyzine 30 mg was included as a positive control. H1RO was measured using positron emission tomography (PET) with (11)C-doxepin in 12 of the 20 subjects, and a further 11 volunteers were recruited to act as controls. In psychomotor tests, fexofenadine was not significantly different from placebo and significantly less impairing than cetirizine on some tasks, as well as significantly less impairing than hydroxyzine on all tasks. For subjective sleepiness, fexofenadine was not significantly different from placebo, whereas cetirizine showed a trend toward increased sleepiness compared with fexofenadine and placebo. H1RO was negligible with fexofenadine (-0.1%) but moderately high with cetirizine (26.0%). In conclusion, fexofenadine 120 mg is distinguishable from cetirizine 20 mg, as assessed by H1RO and psychomotor testing.
15489888	Nonsteroidal anti-inflammatory agents differ in their ability to suppress NF-kappaB activation, inhibition of expression of cyclooxygenase-2 and cyclin D1, and abrogation of tumor cell proliferation.	Nonsteroidal anti-inflammatory drugs (NSAIDs) such as aspirin have been shown to suppress transcription factor NF-kappaB, which controls the expression of genes such as cyclooxygenase (COX)-2 and cyclin D1, leading to inhibition of proliferation of tumor cells. There is no systematic study as to how these drugs differ in their ability to suppress NF-kappaB activation and NF-kappaB-regulated gene expression or cell proliferation. In the present study, we investigated the effect of almost a dozen different commonly used NSAIDs on tumor necrosis factor (TNF)-induced NF-kappaB activation and NF-kappaB-regulated gene products, and on cell proliferation. Dexamethasone, an anti-inflammatory steroid, was included for comparison with NSAIDs. As indicated by DNA binding, none of the drugs alone activated NF-kappaB. All compounds inhibited TNF-induced NF-kappaB activation, but with highly variable efficacy. The 50% inhibitory concentration required was 5.67, 3.49, 3.03, 1.25, 0.94, 0.60, 0.38, 0.084, 0.043, 0.027, 0.024, and 0.010 mM for aspirin, ibuprofen, sulindac, phenylbutazone, naproxen, indomethacin, diclofenac, resveratrol, curcumin, dexamethasone, celecoxib, and tamoxifen, respectively. All drugs inhibited IkappaBalpha kinase and suppressed IkappaBalpha degradation and NF-kappaB-regulated reporter gene expression. They also suppressed NF-kappaB-regulated COX-2 and cyclin D1 protein expression in a dose-dependent manner. All compounds inhibited the proliferation of tumor cells, with 50% inhibitory concentrations of 6.09, 1.12, 0.65, 0.49, 1.01, 0.19, 0.36, 0.012, 0.016, 0.047, 0.013, and 0.008 mM for aspirin, ibuprofen, sulindac, phenylbutazone, naproxen, indomethacin, diclofenac, resveratrol, curcumin, dexamethasone, celecoxib, and tamoxifen, respectively. Overall these results indicate that aspirin and ibuprofen are least potent, while resveratrol, curcumin, celecoxib, and tamoxifen are the most potent anti-inflammatory and antiproliferative agents of those we studied.
23635319	Piezotronic Effect in Solution-Grown p-Type ZnO Nanowires and Films.	Investigating the piezotronic effect in p-type piezoelectric semiconductor is critical for developing a complete piezotronic theory and designing/fabricating novel piezotronic applications with more complex functionality. Using a low temperature solution method, we were able to produce ultralong (up to 60 μm in length) Sb doped p-type ZnO nanowires on both rigid and flexible substrates. For the p-type nanowire field effect transistor, the on/off ratio, threshold voltage, mobility, and carrier concentration of 0.2% Sb-doped sample are found to be 10(5), 2.1 V, 0.82 cm(2)·V(-1)·s(-1), and 2.6 × 10(17) cm(-3), respectively, and the corresponding values for 1% Sb doped samples are 10(4), 2.0 V, 1.24 cm(2)·V(-1)·s(-1), and 3.8 × 10(17) cm(-3). We further investigated the universality of piezotronic effect in the as-synthesized Sb-doped p-type ZnO NWs and reported for the first time strain-gated piezotronic transistors as well as piezopotential-driven mechanical energy harvesting based on solution-grown p-type ZnO NWs. The results presented here broaden the scope of piezotronics and extend the framework for its potential applications in electronics, optoelectronics, smart MEMS/NEMS, and human-machine interfacing.
23081912	Fungicide prochloraz and environmental pollutant dioxin induce the ABCG2 transporter in bovine mammary epithelial cells by the arylhydrocarbon receptor signaling pathway.	"The molecular mechanisms by which environmental pollutants including 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD) or widely used imidazole fungicide prochloraz display their toxic effects in vertebrates are still not well understood. Using computer analysis, we recently identified nuclear aryl hydrocarbon receptor (AhR) binding sites termed ""dioxin response elements"" (DREs) in the 5'-untranslated region (5'-UTR) of efflux transporter ABCG2 (Accession No. EU570105) from the bovine mammary gland. As these regulatory motifs mediate regulation of target genes by AhR agonists including TCDD and prochloraz, we have systematically investigated the effect of both contaminants on functional ABCG2 transport activity in primary bovine mammary epithelial cells. TCDD or prochloraz doubled ABCG2-mediated Hoechst H33342 secretion. This effect was almost completely reversed by specific ABCG2 inhibitor Ko143. In further mechanistic studies, we showed that this induction was due to binding of activated AhR to DRE sequences in the ABCG2 5'-UTR. Receptor binding was significantly reduced by specific AhR antagonist salicyl amide. Induction of AhR by TCDD and prochloraz resulted in a time- and dose-dependent increase of ABCG2 gene expression and transporter protein levels. As ABCG2 represents the main mammary transporter for xenobiotics including drugs and toxins, exposure to prevalent AhR agonists may enhance transporter-mediated secretion of potential harmful compounds into milk. Through identification of mammary ABCG2 as a novel target gene of pesticide prochloraz and dioxin, our results may therefore help to improve the protection of breast-feeding infants and the consumer of dairy products."
23509039	2-aminothiazoles with improved pharmacotherapeutic properties for treatment of prion disease.	Recently, we described the aminothiazole lead (4-biphenyl-4-ylthiazol-2-yl)-(6-methylpyridin-2-yl)-amine (1), which exhibits many desirable properties, including excellent stability in liver microsomes, oral bioavailability of ∼40 %, and high exposure in the brains of mice. Despite its good pharmacokinetic properties, compound 1 exhibited only modest potency in mouse neuroblastoma cells overexpressing the disease-causing prion protein PrP(Sc) . Accordingly, we sought to identify analogues of 1 with improved antiprion potency in ScN2a-cl3 cells while retaining similar or superior properties. Herein we report the discovery of improved lead compounds such as (6-methylpyridin-2-yl)-[4-(4-pyridin-3-yl-phenyl)thiazol-2-yl]amine and cyclopropanecarboxylic acid (4-biphenylthiazol-2-yl)amide, which exhibit brain exposure/EC50 ratios at least tenfold greater than that of compound 1.
12588370	Selective cyclooxygenase-2 inhibition does not affect the healing of cutaneous full-thickness incisional wounds in SKH-1 mice.	BACKGROUND: The inducible cyclooxygenase-2 (COX-2) enzyme is upregulated in inflammatory diseases, as well as in epithelial cancers, and has an established role in angiogenesis and tissue repair. OBJECTIVE: Because of these physiological effects and the widespread use of the selective COX-2 inhibitor, celecoxib, we wanted to determine if inhibition of COX-2 would affect incisional skin wound healing. METHODS: Using a cutaneous full-thickness, sutured, incisional wound model in hairless SKH-1 mice, we evaluated the role of COX-2 in the wound healing process by comparing the effects of a nonselective COX inhibitor, diclofenac, with a selective COX-2 inhibitor, SC-791. Healing was monitored for up to 28 days postincision histologically and for recovery of wound strength. RESULTS: COX-2 expression was observed over the first week of healing, peaking at day 3 and was not affected by treatment with the selective COX-2 or nonselective COX inhibitors. Infiltrating macrophages, as well as keratinocytes and dermal fibroblasts at the wound site, expressed COX-2. Neither selective COX-2, nor nonselective COX inhibition had a significant effect on the macroscopic or microscopic morphology of the wounds, whereas dexamethasone treatment resulted in epidermal and granulation tissue atrophy. In addition, neither selective COX-2, nor nonselective COX inhibition altered keratinocyte proliferation and differentiation, dermal angiogenesis or the recovery of wound tensile strength, whereas dexamethasone reduced the tensile strength of the wounds by 30-38% throughout the healing period. CONCLUSIONS: These data indicate that selective COX-2 inhibition does not affect the healing of surgical skin wounds.
22983867	Swim training of monosodium L-glutamate-obese mice improves the impaired insulin receptor tyrosine phosphorylation in pancreatic islets.	The goal of the present study was to investigate changes on glucose homoeostasis and of the insulin receptor (IR) and insulin receptor substrate-1 (IRS-1) signalling in pancreatic islets from MSG-obese mice submitted to or not submitted to swim training. Swim training of 90-day-old MSG mice was used to evaluate whether signalling pathways of the IR and IRS-1 in islets are involved with the insulin resistance and glucose intolerance observed in this obese animal model. The results showed that IR tyrosine phosphorylation (pIR) was reduced by 42 % in MSG-obese mice (MSG, 6.7 ± 0.2 arbitrary units (a.u.); control, 11.5 ± 0.4 a.u.); on the other hand, exercise training increased pIR by 76 % in MSG mice without affecting control mice (MSG, 11.8 ± 0.3; control, 12.8 ± 0.2 a.u.). Although the treatment with MSG increased IRS-1 tyrosine phosphorylation (pIRS-1) by 96 % (MSG, 17.02 ± 0.6; control, 8.7 ± 0.2 a.u.), exercise training also increased it in both groups (control, 13.6 ± 0.1; MSG, 22.2 ± 1.1 a.u.). Current research shows that the practice of swim training increases the tyrosine phosphorylation of IRS-1 which can modulate the effect caused by obesity in insulin receptors.
1647395	Evidence that estramustine binds MAP-1A to inhibit type IV collagenase secretion.	Estramustine is a novel anti-microtubule drug shown to bind MAP-1 and MAP-2 (microtubule-associated proteins) in vitro. In this paper we have shown that estramustine specifically binds MAP-1A in Du 145a cells, resulting in disruption of MAP-1A microtubules and inhibition of type IV collagenase secretion. Immunofluorescence studies revealed that at 30 microM levels estramustine blocked type IV collagenase secretion by partial disruption of the MAP-1A microtubule networks. Immunoprecipitation studies with polyclonal antibodies provided quantitative evidence that 30-60 microM estramustine blocked secretion of a 105 x 10(3) Mr type IV collagenase. Pulse-labeling experiments confirmed that the effect was not a result of inhibition of either protein synthesis or altered rates of type IV collagenase turnover. Finally, drug uptake studies with [3H]estramustine, scintillation counting and fluorography demonstrated that the principal target of the drug was MAP-1A. For the first time we have shown that the drug blocks secretion by binding MAP-1A and causing incomplete disruption of the microtubule networks.
23221868	Rufinamide attenuates mechanical allodynia in a model of neuropathic pain in the mouse and stabilizes voltage-gated sodium channel inactivated state.	BACKGROUND: Voltage-gated sodium channels dysregulation is important for hyperexcitability leading to pain persistence. Sodium channel blockers currently used to treat neuropathic pain are poorly tolerated. Getting new molecules to clinical use is laborious. We here propose a drug already marketed as anticonvulsant, rufinamide. METHODS: We compared the behavioral effect of rufinamide to amitriptyline using the Spared Nerve Injury neuropathic pain model in mice. We compared the effect of rufinamide on sodium currents using in vitro patch clamp in cells expressing the voltage-gated sodium channel Nav1.7 isoform and on dissociated dorsal root ganglion neurons to amitriptyline and mexiletine. RESULTS: In naive mice, amitriptyline (20 mg/kg) increased withdrawal threshold to mechanical stimulation from 1.3 (0.6-1.9) (median [95% CI]) to 2.3 g (2.2-2.5) and latency of withdrawal to heat stimulation from 13.1 (10.4-15.5) to 30.0 s (21.8-31.9), whereas rufinamide had no effect. Rufinamide and amitriptyline alleviated injury-induced mechanical allodynia for 4 h (maximal effect: 0.10 +/- 0.03 g (mean +/- SD) to 1.99 +/- 0.26 g for rufinamide and 0.25 +/- 0.22 g to 1.92 +/- 0.85 g for amitriptyline). All drugs reduced peak current and stabilized the inactivated state of voltage-gated sodium channel Nav1.7, with similar effects in dorsal root ganglion neurons. CONCLUSIONS: At doses alleviating neuropathic pain, amitriptyline showed alteration of behavioral response possibly related to either alteration of basal pain sensitivity or sedative effect or both. Side-effects and drug tolerance/compliance are major problems with drugs such as amitriptyline. Rufinamide seems to have a better tolerability profile and could be a new alternative to explore for the treatment of neuropathic pain.
11986668	Minocycline inhibits cytochrome c release and delays progression of amyotrophic lateral sclerosis in mice.	Minocycline mediates neuroprotection in experimental models of neurodegeneration. It inhibits the activity of caspase-1, caspase-3, inducible form of nitric oxide synthetase (iNOS) and p38 mitogen-activated protein kinase (MAPK). Although minocycline does not directly inhibit these enzymes, the effects may result from interference with upstream mechanisms resulting in their secondary activation. Because the above-mentioned factors are important in amyotrophic lateral sclerosis (ALS), we tested minocycline in mice with ALS. Here we report that minocycline delays disease onset and extends survival in ALS mice. Given the broad efficacy of minocycline, understanding its mechanisms of action is of great importance. We find that minocycline inhibits mitochondrial permeability-transition-mediated cytochrome c release. Minocycline-mediated inhibition of cytochrome c release is demonstrated in vivo, in cells, and in isolated mitochondria. Understanding the mechanism of action of minocycline will assist in the development and testing of more powerful and effective analogues. Because of the safety record of minocycline, and its ability to penetrate the blood-brain barrier, this drug may be a novel therapy for ALS.
23353698	ABT-737 resistance in B-cells isolated from chronic lymphocytic leukemia patients and leukemia cell lines is overcome by the pleiotropic kinase inhibitor quercetin through Mcl-1 down-regulation.	Chronic lymphocytic leukemia (CLL) is the most frequent form of leukemia in adult population and despite numerous studies, it is considered an incurable disease. Since CLL is characterized by overexpression of pro-survival Bcl-2 family members, treatments with their antagonists, such as ABT-737, represent a promising new therapeutic strategy. ABT-737 is a BH3 mimetic agent which binds Bcl-2, Bcl-XL and Bcl-w with high affinity, while weakly interacts with Mcl-1 and Bfl-1. Previous studies demonstrated that quercetin, a flavonoid naturally present in food and beverages, was able to sensitize B-cells isolated from CLL patients to apoptosis when associated with death ligands or fludarabine, through a mechanism involving Mcl-1 down-regulation. Here, we report that the association between ABT-737 and quercetin synergistically induces apoptosis in B-cells and in five leukemic cell lines (Combination Index <1). Peripheral blood mononuclear cell from healthy donors were not affected by quercetin treatment. The molecular pathways triggered by quercetin have been investigated in HPB-ALL cells, characterized by the highest resistance to both ABT-737 and quercetin when applied as single molecules, but highly sensitivity to the co-treatment. In this cell line, quercetin down-regulated Mcl-1 through the inhibition of PI3K/Akt signaling pathway, leading to Mcl-1 instability. The same mechanism was confirmed in B-cells. These results may open new clinical perspectives based on a translational approach in CLL therapy.
17537059	Plasma protein binding properties to immobilized heparin and heparin-albumin conjugate.	Selective adhesion of plasma proteins to immobilized heparin is considered to be beneficial regarding hemocompatibility of foreign materials in contact with blood. Prothrombin, thrombin, antithrombin III (AT3), and fibrinogen were selected for analysis in an experimental model. Biomolecular interaction analysis employing surface plasmon resonance was utilized to record and analyze their binding properties in real time. Biotinylated heparin, heparin-albumin conjugate, and albumin, respectively, were immobilized onto streptavidin-coated sensors as ligands. Prothrombin did not bind to any of the ligand surfaces and no specific binding of any of the plasma proteins to albumin was observed. Binding kinetics of thrombin to heparin and to heparin-albumin conjugate were calculated using two different methods. For heparin, identical K(D)(equilibrium dissociation constant) values of 61 x 10(-9) M were obtained with both methods. For the conjugate, only slightly different K(D) values of 111 x 10(-9) and 104 x 10(-9) M, respectively, were calculated. The affinity of thrombin toward the heparin-coated surface proved to be higher than its affinity toward the heparin conjugate. The binding pattern of AT3 to both heparin and heparin-albumin conjugate, although specific, was biphasic, possibly due to a conformational change during the binding process. Steady-state kinetic analysis revealed a K(D) value of 281 +/- 24 x 10(-9) M for the heparin surface. For the conjugate surface, a K(D) of 53 +/- 5 x 10(-9) M was calculated, indicating a higher affinity toward heparin-albumin conjugate. A high-affinity binding of fibrinogen to high-density surfaces of both heparin and the conjugate was observed. However, as binding to low-density surfaces was considerably reduced, specificity remained uncertain.
23017408	Phenylalanine ammonia lyase (PAL) enzyme activity and antioxidant properties of some cyanobacteria isolates.	In the present study, six cyanobacteria isolates were evaluated for the PAL enzyme activity, and their methanol extracts were assessed for the total phenolic amount and other antioxidant parameters. Synechocystis sp. BASO444 and Synechocystis sp. BASO673 isolates with high levels of total phenols (66.0±1.2μg/mg, 78.1±1.8μg/mg, respectively) also showed high levels of PAL activities (20.5±3.1U/mg protein, 17.2±2.3U/mg protein, respectively) and strong antioxidant activities. To understand the effect of l-phenylalanine (l-phe) on the PAL activity, total phenolic amount, and phenolic constituents, isolates were evaluated with 100mg/l l-phe. While PAL activities exhibited no significant change with l-phe addition, total phenolic amount of the isolates significantly increased. HPLC analysis revealed gallic acid, trans-cinnamic acid, p-coumaric acid, and ferulic acid as the main compounds. Results suggested that the two isolate mights be an important source for the l-phe inducible phenolic compounds.
1346768	Subtypes of alpha 1- and alpha 2-adrenergic receptors.	The adrenergic receptors are members of the superfamily of G protein-coupled receptors. There are three major types of adrenergic receptors: alpha 1, alpha 2, and beta. Each of these three major types can be divided into three subtypes. Within the alpha 1-adrenergic receptors, alpha 1A and alpha 1B subtypes have been defined pharmacologically on the basis of reversible antagonists, such as WB4101 and phentolamine, and the irreversible antagonist chloroethylclonidine. In at least some tissues the mechanism of action of the alpha 1A subtype is related to activation of a calcium channel, whereas the alpha 1B receptor exerts its effect through the second messenger inositol trisphosphate. Both of these receptor subtypes as well as a third, the alpha 1C, have been identified by molecular cloning. Three pharmacological subtypes of the alpha 2-adrenergic receptor have also been identified. Prototypic tissues and cell lines in continuous culture have been developed for each of these subtypes, which facilitated their study. The definition of the alpha 2 subtypes has been based on radioligand binding data and more limited functional data. All three subtypes have been shown to inhibit the activation of adenylate cyclase and thus reduce the levels of cAMP. Three alpha 2-adrenergic receptor subtypes have been identified by molecular cloning in both the human and rat species. There is reasonable agreement between the pharmacological identified subtypes and those identified by molecular cloning.
11299519	Mutations in the follicle-stimulating hormone-beta (FSH beta) and FSH receptor genes in mice and humans.	Follicle-stimulating hormone (FSH), a dimeric glycoprotein synthesized in the anterior pituitary gland, is important for the production of sex steroids and gametes. FSH-beta (FSH beta) and FSH receptor (FSHR) knockout mice display impaired ovarian follicular development and infertility in females and small testes, oligospermia, and fertility in males. Humans with FSH beta gene mutations tend to have a more severe phenotype than those with FSHR gene mutations, although infertility and varying degrees of impaired sex steroid production occur in both types of mutations. Data from human and mouse mutations in the FSH beta and FSHR genes suggest that FSH is necessary for normal pubertal development and fertility in males and females.
23468082	Combined targeting of FGFR2 and mTOR by ponatinib and ridaforolimus results in synergistic antitumor activity in FGFR2 mutant endometrial cancer models.	PURPOSE: Activating mutations in FGFR2 have been identified as potential therapeutic targets in endometrial cancer, typically occurring alongside genetic alterations that disrupt the mTOR pathway, such as PTEN loss. These observations suggest that the mTOR pathway may act in concert with oncogenic FGFR2 to drive endometrial cancer growth in a subset of patients. The aim of this study was to examine the therapeutic potential of a rational drug combination based on the simultaneous targeting of mutant-FGFR2 and mTOR-driven signaling pathways in endometrial cancer cells. METHODS: Ponatinib is an oral multitargeted kinase inhibitor that potently inhibits all 4 members of the FGFR family. Ridaforolimus is a selective inhibitor of mTOR that has demonstrated positive clinical activity in endometrial cancer. The combinatorial effects of ponatinib and ridaforolimus on growth of endometrial cancer models, and their modes of action, were evaluated in vitro and in vivo. RESULTS: The combination of ponatinib and ridaforolimus had a synergistic effect on the in vitro growth of endometrial lines bearing an activating FGFR2 mutation, irrespective of PTEN status. Concomitant inhibition of both FGFR2 and mTOR signaling pathways was observed, with simultaneous blockade resulting in enhanced cell cycle arrest. Ponatinib and ridaforolimus each demonstrated inhibition of tumor growth in vivo, but dual inhibition by the combination of agents resulted in superior efficacy and induced tumor regression in an endometrial xenograft. CONCLUSIONS: These encouraging preclinical findings suggest the inhibition of both FGFR2 and mTOR by the ponatinib-ridaforolimus combination may provide a new therapeutic strategy to treat advanced endometrial cancers with dual pathway dysregulation.
23248200	Drug-drug interactions between rosuvastatin and oral antidiabetic drugs occurring at the level of OATP1B1.	Organic anion-transporting polypeptide 1B1 (OATP1B1) is an important hepatic uptake transporter, of which the polymorphic variant OATP1B1*15 (Asn130Asp and Val174Ala) has been associated with decreased transport activity. Rosuvastatin is an OATP1B1 substrate and often concomitantly prescribed with oral antidiabetics in the clinic. The aim of this study was to investigate possible drug-drug interactions between these drugs at the level of OATP1B1 and OATP1B1*15. We generated human embryonic kidney (HEK)293 cells stably overexpressing OATP1B1 or OATP1B1*15 that showed similar protein expression levels of OATP1B1 and OATP1B1*15 at the cell membrane as measured by liquid chromatography-tandem mass spectrometry. In HEK-OATP1B1*15 cells, the V(max) for OATP1B1-mediated transport of E(2)17β-G (estradiol 17β-d-glucuronide) was decreased >60%, whereas K(m) values (Michaelis constant) were comparable. Uptake of rosuvastatin in HEK-OATP1B1 cells (K(m) 13.1 ± 0.43 μM) was nearly absent in HEK-OATP1B1*15 cells. Interestingly, several oral antidiabetics (glyburide, glimepiride, troglitazone, pioglitazone, glipizide, gliclazide, and tolbutamide), but not metformin, were identified as significant inhibitors of the OATP1B1-mediated transport of rosuvastatin. The IC(50) values for inhibition of E(2)17β-G uptake were similar between OATP1B1 and OATP1B1*15. In conclusion, these studies indicate that several oral antidiabetic drugs affect the OATP1B1-mediated uptake of rosuvastatin in vitro. The next step will be to translate these data to the clinical situation, as it remains to be established whether the studied oral antidiabetics indeed affect the clinical pharmacokinetic profile of rosuvastatin in patients.
21262851	Inhibition of recombinant L-type voltage-gated calcium channels by positive allosteric modulators of GABAA receptors.	Benzodiazepines (BDZs) depress neuronal excitability via positive allosteric modulation of inhibitory GABA(A) receptors (GABA(A)R). BDZs and other positive GABA(A)R modulators, including barbiturates, ethanol, and neurosteroids, can also inhibit L-type voltage-gated calcium channels (L-VGCCs), which could contribute to reduced neuronal excitability. Because neuronal L-VGCC function is up-regulated after long-term GABA(A)R modulator exposure, an interaction with L-VGCCs may also play a role in physical dependence. The current studies assessed the effects of BDZs (diazepam, flurazepam, and desalkylflurazepam), allopregnanolone, pentobarbital, and ethanol on whole-cell Ba(2+) currents through recombinant neuronal Ca(v)1.2 and Ca(v)1.3 L-VGCCs expressed with beta(3) and alpha(2)delta-1 in HEK293T cells. Allopregnanolone was the most potent inhibitor (IC(50), approximately 10 muM), followed by BDZs (IC(50), approximately 50 muM), pentobarbital (IC(50), 0.3-1 mM), and ethanol (IC(50), approximately 300 mM). Ca(v)1.3 channels were less sensitive to pentobarbital inhibition than Ca(v)1.2 channels, similar to dihydropyridine (DHP) L-VGCC antagonists. All GABA(A)R modulators induced a negative shift in the steady-state inactivation curve of Ca(v)1.3 channels, but only BDZs and pentobarbital induced a negative shift in Ca(v)1.2 channel inactivation. Mutation of the high-affinity DHP binding site (T1039Y and Q1043M) in Ca(v)1.2 channels reduced pentobarbital potency. Despite the structural similarity between benzothiazepines and BDZs, mutation of an amino acid important for diltiazem potency (I1150A) did not affect diazepam potency. Although L-VGCC inhibition by BDZs occurred at concentrations that are possibly too high to be clinically relevant and is not likely to play a role in the up-regulation of L-VGCCs during long-term treatment, pentobarbital and ethanol inhibited L-VGCCs at clinically relevant concentrations.
23411259	A water-alcohol extract of Citrus grandis whole fruits has beneficial metabolic effects in the obese Zucker rats fed with high fat/high cholesterol diet.	Epidemiological studies suggest that citrus fruits and compounds such as flavonoids, limonoids and pectins have health promoting effects. Our aim was to study the effects of Citrus grandis (L.) Osbeck var. tomentosa hort. fruit extract on the energy metabolism. A whole fruit powder from dry water and alcohol extracts of C. grandis containing 19% naringin flavonoid was prepared. The effects of the citrus extract were followed in the obese Zucker rats fed with the HFD. The circulatory levels of GLP-1 decreased significantly by the extract in comparison to the HFD group, whereas the decreased ghrelin levels were reversed. The levels of PYY were decreased in all HFD groups. The leptin amounts decreased but not significantly whereas insulin and amylin were unchanged. The cholesterol and glucose levels were somewhat but not systematically improved in the HFD fed rats. Further studies are needed to identify the active compounds and their mechanisms.
23639187	Amelioration of palmitate-induced insulin resistance in C2C12 muscle cells by rooibos (Aspalathus linearis).	Increased levels of free fatty acids (FFAs), specifically saturated free fatty acids such as palmitate are associated with insulin resistance of muscle, fat and liver. Skeletal muscle, responsible for up to 80% of the glucose disposal from the peripheral circulation, is particularly vulnerable to increased levels of saturated FFAs. Rooibos (Aspalathus linearis) and its unique dihydrochalcone C-glucoside, aspalathin, shown to reduce hyperglycemia in diabetic rats, could play a role in preventing or ameliorating the development of insulin resistance. This study aims to establish whether rooibos can ameliorate experimentally-induced insulin-resistance in C2C12 skeletal muscle cells. Palmitate-induced insulin resistant C2C12 cells were treated with an aspalathin-enriched green (unfermented) rooibos extract (GRE), previously shown for its blood glucose lowering effect in vitro and in vivo or an aqueous extract of fermented rooibos (FRE). Glucose uptake and mitochondrial activity were measured using 2-deoxy-[(3)H]-d-glucose, MTT and ATP assays, respectively. Expression of proteins relevant to glucose metabolism was analysed by Western blot. GRE contained higher levels of all compounds, except the enolic phenylpyruvic acid-2-O-glucoside and luteolin-7-O-glucoside. Both rooibos extracts increased glucose uptake, mitochondrial activity and ATP production. Compared to FRE, GRE was more effective at increasing glucose uptake and ATP production. At a mechanistic level both extracts down-regulated PKC θ activation, which is associated with palmitate-induced insulin resistance. Furthermore, the extracts increased activation of key regulatory proteins (AKT and AMPK) involved in insulin-dependent and non-insulin regulated signalling pathways. Protein levels of the glucose transporter (GLUT4) involved in glucose transport via these two pathways were also increased. This in vitro study therefore confirms that rooibos can ameliorate palmitate-induced insulin resistance in C2C12 skeletal muscle cells. Inhibition of PKC θ activation and increased activation of AMPK and AKT offer a plausible mechanistic explanation for this ameliorative effect.
